date,station_complex_id,station_complex,latitude,longitude,morning_ridership,hotspot,cafe_density_400m
2023-10-17,156,"103 St (C,B)",40.796093,-73.96146,1049.0,0,5
2023-11-02,156,"103 St (C,B)",40.796093,-73.96146,421.0,0,5
2023-11-03,156,"103 St (C,B)",40.796093,-73.96146,348.0,0,5
2023-11-08,156,"103 St (C,B)",40.796093,-73.96146,600.0,0,5
2023-11-17,156,"103 St (C,B)",40.796093,-73.96146,19.0,0,5
2024-01-15,156,"103 St (C,B)",40.796093,-73.96146,305.0,0,5
2024-02-29,156,"103 St (C,B)",40.796093,-73.96146,304.0,0,5
2024-03-05,156,"103 St (C,B)",40.796093,-73.96146,973.0,0,5
2024-04-05,156,"103 St (C,B)",40.796093,-73.96146,473.0,0,5
2024-04-16,156,"103 St (C,B)",40.796093,-73.96146,110.0,0,5
2024-05-03,156,"103 St (C,B)",40.796093,-73.96146,226.0,0,5
2024-05-07,156,"103 St (C,B)",40.796093,-73.96146,849.0,0,5
2024-05-17,156,"103 St (C,B)",40.796093,-73.96146,107.0,0,5
2024-05-24,156,"103 St (C,B)",40.796093,-73.96146,629.0,0,5
2024-05-31,156,"103 St (C,B)",40.796093,-73.96146,515.0,0,5
2024-06-03,156,"103 St (C,B)",40.796093,-73.96146,817.0,0,5
2024-06-13,156,"103 St (C,B)",40.796093,-73.96146,153.0,0,5
2024-06-18,156,"103 St (C,B)",40.796093,-73.96146,367.0,0,5
2024-06-20,156,"103 St (C,B)",40.796093,-73.96146,207.0,0,5
2024-06-21,156,"103 St (C,B)",40.796093,-73.96146,522.0,0,5
2024-06-28,156,"103 St (C,B)",40.796093,-73.96146,172.0,0,5
2024-08-28,156,"103 St (C,B)",40.796093,-73.96146,579.0,0,5
2024-08-29,156,"103 St (C,B)",40.796093,-73.96146,195.0,0,5
2024-09-04,156,"103 St (C,B)",40.796093,-73.96146,877.0,0,5
2024-09-05,156,"103 St (C,B)",40.796093,-73.96146,460.0,0,5
2024-09-13,156,"103 St (C,B)",40.796093,-73.96146,591.0,0,5
2024-09-28,156,"103 St (C,B)",40.796093,-73.96146,225.0,0,5
2024-11-21,156,"103 St (C,B)",40.796093,-73.96146,261.0,0,5
2024-11-22,156,"103 St (C,B)",40.796093,-73.96146,409.0,0,5
2024-12-03,156,"103 St (C,B)",40.796093,-73.96146,76.0,0,5
2024-12-13,156,"103 St (C,B)",40.796093,-73.96146,697.0,0,5
2024-12-26,156,"103 St (C,B)",40.796093,-73.96146,277.0,0,5
2024-12-31,156,"103 St (C,B)",40.796093,-73.96146,400.0,0,5
2021-05-21,157,"96 St (C,B)",40.79164,-73.9647,39.0,0,6
2021-05-26,157,"96 St (C,B)",40.79164,-73.9647,685.0,0,6
2021-06-10,157,"96 St (C,B)",40.79164,-73.9647,79.0,0,6
2021-06-21,157,"96 St (C,B)",40.79164,-73.9647,712.0,0,6
2021-06-30,157,"96 St (C,B)",40.79164,-73.9647,576.0,0,6
2021-08-25,157,"96 St (C,B)",40.79164,-73.9647,58.0,0,6
2021-10-15,157,"96 St (C,B)",40.79164,-73.9647,37.0,0,6
2021-10-26,157,"96 St (C,B)",40.79164,-73.9647,767.0,0,6
2021-11-17,157,"96 St (C,B)",40.79164,-73.9647,103.0,0,6
2021-11-18,157,"96 St (C,B)",40.79164,-73.9647,1162.0,0,6
2021-12-02,157,"96 St (C,B)",40.79164,-73.9647,57.0,0,6
2021-12-16,157,"96 St (C,B)",40.79164,-73.9647,29.0,0,6
2021-12-22,157,"96 St (C,B)",40.79164,-73.9647,172.0,0,6
2022-01-04,157,"96 St (C,B)",40.79164,-73.9647,244.0,0,6
2022-01-26,157,"96 St (C,B)",40.79164,-73.9647,1030.0,0,6
2022-02-07,157,"96 St (C,B)",40.79164,-73.9647,777.0,0,6
2022-02-08,157,"96 St (C,B)",40.79164,-73.9647,730.0,0,6
2022-02-09,157,"96 St (C,B)",40.79164,-73.9647,468.0,0,6
2022-02-10,157,"96 St (C,B)",40.79164,-73.9647,248.0,0,6
2022-02-18,157,"96 St (C,B)",40.79164,-73.9647,943.0,0,6
2022-03-02,157,"96 St (C,B)",40.79164,-73.9647,1390.0,1,6
2022-03-08,157,"96 St (C,B)",40.79164,-73.9647,1135.0,0,6
2022-03-15,157,"96 St (C,B)",40.79164,-73.9647,773.0,0,6
2022-03-22,157,"96 St (C,B)",40.79164,-73.9647,9.0,0,6
2022-03-29,157,"96 St (C,B)",40.79164,-73.9647,962.0,0,6
2022-04-07,157,"96 St (C,B)",40.79164,-73.9647,4.0,0,6
2022-04-20,157,"96 St (C,B)",40.79164,-73.9647,28.0,0,6
2022-04-27,157,"96 St (C,B)",40.79164,-73.9647,1139.0,0,6
2022-05-31,157,"96 St (C,B)",40.79164,-73.9647,635.0,0,6
2022-06-01,157,"96 St (C,B)",40.79164,-73.9647,1075.0,0,6
2022-07-18,157,"96 St (C,B)",40.79164,-73.9647,343.0,0,6
2022-08-05,157,"96 St (C,B)",40.79164,-73.9647,327.0,0,6
2022-08-08,157,"96 St (C,B)",40.79164,-73.9647,263.0,0,6
2022-08-09,157,"96 St (C,B)",40.79164,-73.9647,988.0,0,6
2022-08-30,157,"96 St (C,B)",40.79164,-73.9647,417.0,0,6
2022-09-13,157,"96 St (C,B)",40.79164,-73.9647,1112.0,0,6
2023-05-11,157,"96 St (C,B)",40.79164,-73.9647,16.0,0,6
2023-06-14,157,"96 St (C,B)",40.79164,-73.9647,413.0,0,6
2023-09-27,157,"96 St (C,B)",40.79164,-73.9647,532.0,0,6
2023-10-04,157,"96 St (C,B)",40.79164,-73.9647,62.0,0,6
2023-10-17,157,"96 St (C,B)",40.79164,-73.9647,1671.0,1,6
2023-11-02,157,"96 St (C,B)",40.79164,-73.9647,1323.0,1,6
2023-11-03,157,"96 St (C,B)",40.79164,-73.9647,286.0,0,6
2023-11-08,157,"96 St (C,B)",40.79164,-73.9647,863.0,0,6
2024-01-15,157,"96 St (C,B)",40.79164,-73.9647,252.0,0,6
2024-02-29,157,"96 St (C,B)",40.79164,-73.9647,264.0,0,6
2024-03-05,157,"96 St (C,B)",40.79164,-73.9647,640.0,0,6
2024-04-05,157,"96 St (C,B)",40.79164,-73.9647,165.0,0,6
2024-04-16,157,"96 St (C,B)",40.79164,-73.9647,90.0,0,6
2024-05-03,157,"96 St (C,B)",40.79164,-73.9647,678.0,0,6
2024-05-07,157,"96 St (C,B)",40.79164,-73.9647,1392.0,1,6
2024-05-17,157,"96 St (C,B)",40.79164,-73.9647,254.0,0,6
2024-05-24,157,"96 St (C,B)",40.79164,-73.9647,909.0,0,6
2024-05-31,157,"96 St (C,B)",40.79164,-73.9647,780.0,0,6
2024-06-03,157,"96 St (C,B)",40.79164,-73.9647,1456.0,1,6
2024-06-13,157,"96 St (C,B)",40.79164,-73.9647,458.0,0,6
2024-06-18,157,"96 St (C,B)",40.79164,-73.9647,84.0,0,6
2024-06-20,157,"96 St (C,B)",40.79164,-73.9647,10.0,0,6
2024-06-21,157,"96 St (C,B)",40.79164,-73.9647,1223.0,1,6
2024-06-28,157,"96 St (C,B)",40.79164,-73.9647,787.0,0,6
2024-08-28,157,"96 St (C,B)",40.79164,-73.9647,1027.0,0,6
2024-08-29,157,"96 St (C,B)",40.79164,-73.9647,179.0,0,6
2024-09-04,157,"96 St (C,B)",40.79164,-73.9647,1322.0,1,6
2024-09-05,157,"96 St (C,B)",40.79164,-73.9647,979.0,0,6
2024-09-13,157,"96 St (C,B)",40.79164,-73.9647,776.0,0,6
2024-09-28,157,"96 St (C,B)",40.79164,-73.9647,385.0,0,6
2024-10-14,157,"96 St (C,B)",40.79164,-73.9647,10.0,0,6
2024-11-21,157,"96 St (C,B)",40.79164,-73.9647,163.0,0,6
2024-11-22,157,"96 St (C,B)",40.79164,-73.9647,1234.0,1,6
2024-12-03,157,"96 St (C,B)",40.79164,-73.9647,1050.0,0,6
2024-12-13,157,"96 St (C,B)",40.79164,-73.9647,665.0,0,6
2024-12-26,157,"96 St (C,B)",40.79164,-73.9647,576.0,0,6
2024-12-31,157,"96 St (C,B)",40.79164,-73.9647,325.0,0,6
2021-05-21,158,"86 St (C,B)",40.78587,-73.96892,24.0,0,8
2021-05-26,158,"86 St (C,B)",40.78587,-73.96892,565.0,0,8
2021-06-10,158,"86 St (C,B)",40.78587,-73.96892,167.0,0,8
2021-06-21,158,"86 St (C,B)",40.78587,-73.96892,731.0,0,8
2021-06-30,158,"86 St (C,B)",40.78587,-73.96892,662.0,0,8
2021-08-25,158,"86 St (C,B)",40.78587,-73.96892,31.0,0,8
2021-10-15,158,"86 St (C,B)",40.78587,-73.96892,177.0,0,8
2021-10-26,158,"86 St (C,B)",40.78587,-73.96892,717.0,0,8
2021-10-27,158,"86 St (C,B)",40.78587,-73.96892,86.0,0,8
2021-11-17,158,"86 St (C,B)",40.78587,-73.96892,7.0,0,8
2021-11-18,158,"86 St (C,B)",40.78587,-73.96892,952.0,0,8
2021-12-02,158,"86 St (C,B)",40.78587,-73.96892,40.0,0,8
2021-12-16,158,"86 St (C,B)",40.78587,-73.96892,92.0,0,8
2021-12-22,158,"86 St (C,B)",40.78587,-73.96892,107.0,0,8
2022-01-04,158,"86 St (C,B)",40.78587,-73.96892,176.0,0,8
2022-01-26,158,"86 St (C,B)",40.78587,-73.96892,943.0,0,8
2022-02-07,158,"86 St (C,B)",40.78587,-73.96892,863.0,0,8
2022-02-08,158,"86 St (C,B)",40.78587,-73.96892,679.0,0,8
2022-02-09,158,"86 St (C,B)",40.78587,-73.96892,1000.0,0,8
2022-02-10,158,"86 St (C,B)",40.78587,-73.96892,646.0,0,8
2022-02-18,158,"86 St (C,B)",40.78587,-73.96892,590.0,0,8
2022-03-02,158,"86 St (C,B)",40.78587,-73.96892,1005.0,0,8
2022-03-08,158,"86 St (C,B)",40.78587,-73.96892,1251.0,1,8
2022-03-15,158,"86 St (C,B)",40.78587,-73.96892,1160.0,0,8
2022-03-29,158,"86 St (C,B)",40.78587,-73.96892,1279.0,1,8
2022-04-07,158,"86 St (C,B)",40.78587,-73.96892,50.0,0,8
2022-04-20,158,"86 St (C,B)",40.78587,-73.96892,261.0,0,8
2022-04-27,158,"86 St (C,B)",40.78587,-73.96892,937.0,0,8
2022-05-31,158,"86 St (C,B)",40.78587,-73.96892,498.0,0,8
2022-06-01,158,"86 St (C,B)",40.78587,-73.96892,1295.0,1,8
2022-07-18,158,"86 St (C,B)",40.78587,-73.96892,228.0,0,8
2022-08-05,158,"86 St (C,B)",40.78587,-73.96892,131.0,0,8
2022-08-08,158,"86 St (C,B)",40.78587,-73.96892,110.0,0,8
2022-08-09,158,"86 St (C,B)",40.78587,-73.96892,520.0,0,8
2022-08-30,158,"86 St (C,B)",40.78587,-73.96892,450.0,0,8
2022-09-13,158,"86 St (C,B)",40.78587,-73.96892,1186.0,1,8
2023-05-11,158,"86 St (C,B)",40.78587,-73.96892,578.0,0,8
2023-06-14,158,"86 St (C,B)",40.78587,-73.96892,340.0,0,8
2023-09-27,158,"86 St (C,B)",40.78587,-73.96892,1294.0,1,8
2023-10-04,158,"86 St (C,B)",40.78587,-73.96892,1057.0,0,8
2023-10-17,158,"86 St (C,B)",40.78587,-73.96892,1994.0,1,8
2023-11-02,158,"86 St (C,B)",40.78587,-73.96892,533.0,0,8
2023-11-03,158,"86 St (C,B)",40.78587,-73.96892,376.0,0,8
2023-11-08,158,"86 St (C,B)",40.78587,-73.96892,677.0,0,8
2023-11-23,158,"86 St (C,B)",40.78587,-73.96892,39.0,0,8
2024-01-15,158,"86 St (C,B)",40.78587,-73.96892,332.0,0,8
2024-02-29,158,"86 St (C,B)",40.78587,-73.96892,758.0,0,8
2024-03-05,158,"86 St (C,B)",40.78587,-73.96892,613.0,0,8
2024-04-05,158,"86 St (C,B)",40.78587,-73.96892,380.0,0,8
2024-04-16,158,"86 St (C,B)",40.78587,-73.96892,152.0,0,8
2024-05-03,158,"86 St (C,B)",40.78587,-73.96892,822.0,0,8
2024-05-07,158,"86 St (C,B)",40.78587,-73.96892,1391.0,1,8
2024-05-17,158,"86 St (C,B)",40.78587,-73.96892,74.0,0,8
2024-05-24,158,"86 St (C,B)",40.78587,-73.96892,568.0,0,8
2024-05-31,158,"86 St (C,B)",40.78587,-73.96892,995.0,0,8
2024-06-03,158,"86 St (C,B)",40.78587,-73.96892,1886.0,1,8
2024-06-13,158,"86 St (C,B)",40.78587,-73.96892,380.0,0,8
2024-06-18,158,"86 St (C,B)",40.78587,-73.96892,122.0,0,8
2024-06-20,158,"86 St (C,B)",40.78587,-73.96892,152.0,0,8
2024-06-21,158,"86 St (C,B)",40.78587,-73.96892,707.0,0,8
2024-06-28,158,"86 St (C,B)",40.78587,-73.96892,854.0,0,8
2024-08-28,158,"86 St (C,B)",40.78587,-73.96892,1289.0,1,8
2024-08-29,158,"86 St (C,B)",40.78587,-73.96892,21.0,0,8
2024-09-04,158,"86 St (C,B)",40.78587,-73.96892,1641.0,1,8
2024-09-05,158,"86 St (C,B)",40.78587,-73.96892,1966.0,1,8
2024-09-13,158,"86 St (C,B)",40.78587,-73.96892,1190.0,1,8
2024-09-28,158,"86 St (C,B)",40.78587,-73.96892,143.0,0,8
2024-11-21,158,"86 St (C,B)",40.78587,-73.96892,101.0,0,8
2024-11-22,158,"86 St (C,B)",40.78587,-73.96892,534.0,0,8
2024-12-03,158,"86 St (C,B)",40.78587,-73.96892,333.0,0,8
2024-12-13,158,"86 St (C,B)",40.78587,-73.96892,962.0,0,8
2024-12-24,158,"86 St (C,B)",40.78587,-73.96892,3.0,0,8
2024-12-26,158,"86 St (C,B)",40.78587,-73.96892,324.0,0,8
2024-12-31,158,"86 St (C,B)",40.78587,-73.96892,534.0,0,8
2021-05-21,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,46.0,0,8
2021-05-26,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,405.0,0,8
2021-06-10,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,39.0,0,8
2021-06-21,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,464.0,0,8
2021-06-30,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,576.0,0,8
2021-08-25,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,104.0,0,8
2021-10-15,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,60.0,0,8
2021-10-19,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,5.0,0,8
2021-10-26,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,734.0,0,8
2021-10-27,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,1.0,0,8
2021-11-17,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,101.0,0,8
2021-11-18,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,877.0,0,8
2021-12-02,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,1.0,0,8
2021-12-16,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,100.0,0,8
2021-12-22,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,1.0,0,8
2022-01-04,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,101.0,0,8
2022-01-26,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,440.0,0,8
2022-02-07,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,498.0,0,8
2022-02-08,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,612.0,0,8
2022-02-09,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,449.0,0,8
2022-02-10,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,88.0,0,8
2022-02-18,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,581.0,0,8
2022-03-02,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,624.0,0,8
2022-03-08,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,868.0,0,8
2022-03-15,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,806.0,0,8
2022-03-29,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,756.0,0,8
2022-04-20,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,117.0,0,8
2022-04-21,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,45.0,0,8
2022-04-27,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,769.0,0,8
2022-05-31,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,188.0,0,8
2022-06-01,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,871.0,0,8
2022-07-18,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,330.0,0,8
2022-08-05,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,229.0,0,8
2022-08-08,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,11.0,0,8
2022-08-09,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,757.0,0,8
2022-08-30,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,237.0,0,8
2022-09-13,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,714.0,0,8
2023-05-11,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,150.0,0,8
2023-06-14,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,600.0,0,8
2023-09-27,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,474.0,0,8
2023-10-04,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,579.0,0,8
2023-10-17,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,1085.0,0,8
2023-11-02,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,421.0,0,8
2023-11-03,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,189.0,0,8
2023-11-08,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,721.0,0,8
2024-01-15,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,369.0,0,8
2024-02-29,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,410.0,0,8
2024-03-05,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,1111.0,0,8
2024-04-05,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,124.0,0,8
2024-04-16,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,61.0,0,8
2024-05-03,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,270.0,0,8
2024-05-07,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,830.0,0,8
2024-05-17,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,19.0,0,8
2024-05-24,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,883.0,0,8
2024-05-31,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,482.0,0,8
2024-06-03,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,1206.0,1,8
2024-06-13,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,222.0,0,8
2024-06-18,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,182.0,0,8
2024-06-20,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,260.0,0,8
2024-06-21,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,821.0,0,8
2024-06-28,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,509.0,0,8
2024-08-28,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,407.0,0,8
2024-08-29,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,18.0,0,8
2024-09-04,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,765.0,0,8
2024-09-05,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,1202.0,1,8
2024-09-13,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,803.0,0,8
2024-09-28,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,90.0,0,8
2024-11-21,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,33.0,0,8
2024-11-22,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,266.0,0,8
2024-12-03,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,422.0,0,8
2024-12-13,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,431.0,0,8
2024-12-26,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,329.0,0,8
2024-12-31,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,267.0,0,8
2021-05-21,16,"8 St-NYU (R,W)",40.730328,-73.99263,43.0,0,53
2021-05-26,16,"8 St-NYU (R,W)",40.730328,-73.99263,329.0,0,53
2021-06-10,16,"8 St-NYU (R,W)",40.730328,-73.99263,84.0,0,53
2021-06-21,16,"8 St-NYU (R,W)",40.730328,-73.99263,559.0,0,53
2021-06-30,16,"8 St-NYU (R,W)",40.730328,-73.99263,590.0,0,53
2021-08-25,16,"8 St-NYU (R,W)",40.730328,-73.99263,78.0,0,53
2021-10-15,16,"8 St-NYU (R,W)",40.730328,-73.99263,27.0,0,53
2021-10-26,16,"8 St-NYU (R,W)",40.730328,-73.99263,807.0,0,53
2021-11-17,16,"8 St-NYU (R,W)",40.730328,-73.99263,337.0,0,53
2021-11-18,16,"8 St-NYU (R,W)",40.730328,-73.99263,905.0,0,53
2021-12-02,16,"8 St-NYU (R,W)",40.730328,-73.99263,112.0,0,53
2021-12-16,16,"8 St-NYU (R,W)",40.730328,-73.99263,290.0,0,53
2021-12-22,16,"8 St-NYU (R,W)",40.730328,-73.99263,225.0,0,53
2022-01-04,16,"8 St-NYU (R,W)",40.730328,-73.99263,148.0,0,53
2022-01-26,16,"8 St-NYU (R,W)",40.730328,-73.99263,773.0,0,53
2022-02-07,16,"8 St-NYU (R,W)",40.730328,-73.99263,604.0,0,53
2022-02-08,16,"8 St-NYU (R,W)",40.730328,-73.99263,571.0,0,53
2022-02-09,16,"8 St-NYU (R,W)",40.730328,-73.99263,218.0,0,53
2022-02-10,16,"8 St-NYU (R,W)",40.730328,-73.99263,274.0,0,53
2022-02-18,16,"8 St-NYU (R,W)",40.730328,-73.99263,714.0,0,53
2022-03-02,16,"8 St-NYU (R,W)",40.730328,-73.99263,1008.0,0,53
2022-03-08,16,"8 St-NYU (R,W)",40.730328,-73.99263,1387.0,1,53
2022-03-15,16,"8 St-NYU (R,W)",40.730328,-73.99263,617.0,0,53
2022-03-29,16,"8 St-NYU (R,W)",40.730328,-73.99263,900.0,0,53
2022-04-07,16,"8 St-NYU (R,W)",40.730328,-73.99263,170.0,0,53
2022-04-27,16,"8 St-NYU (R,W)",40.730328,-73.99263,675.0,0,53
2022-05-31,16,"8 St-NYU (R,W)",40.730328,-73.99263,277.0,0,53
2022-06-01,16,"8 St-NYU (R,W)",40.730328,-73.99263,1060.0,0,53
2022-07-18,16,"8 St-NYU (R,W)",40.730328,-73.99263,829.0,0,53
2022-08-05,16,"8 St-NYU (R,W)",40.730328,-73.99263,256.0,0,53
2022-08-08,16,"8 St-NYU (R,W)",40.730328,-73.99263,88.0,0,53
2022-08-09,16,"8 St-NYU (R,W)",40.730328,-73.99263,869.0,0,53
2022-08-30,16,"8 St-NYU (R,W)",40.730328,-73.99263,412.0,0,53
2022-09-13,16,"8 St-NYU (R,W)",40.730328,-73.99263,1054.0,0,53
2023-05-11,16,"8 St-NYU (R,W)",40.730328,-73.99263,3.0,0,53
2023-06-14,16,"8 St-NYU (R,W)",40.730328,-73.99263,524.0,0,53
2023-09-27,16,"8 St-NYU (R,W)",40.730328,-73.99263,1238.0,1,53
2023-10-04,16,"8 St-NYU (R,W)",40.730328,-73.99263,96.0,0,53
2023-10-17,16,"8 St-NYU (R,W)",40.730328,-73.99263,1501.0,1,53
2023-11-02,16,"8 St-NYU (R,W)",40.730328,-73.99263,971.0,0,53
2023-11-03,16,"8 St-NYU (R,W)",40.730328,-73.99263,308.0,0,53
2023-11-08,16,"8 St-NYU (R,W)",40.730328,-73.99263,690.0,0,53
2023-11-23,16,"8 St-NYU (R,W)",40.730328,-73.99263,11.0,0,53
2024-01-15,16,"8 St-NYU (R,W)",40.730328,-73.99263,374.0,0,53
2024-02-29,16,"8 St-NYU (R,W)",40.730328,-73.99263,399.0,0,53
2024-03-05,16,"8 St-NYU (R,W)",40.730328,-73.99263,1546.0,1,53
2024-04-05,16,"8 St-NYU (R,W)",40.730328,-73.99263,1023.0,0,53
2024-04-16,16,"8 St-NYU (R,W)",40.730328,-73.99263,3.0,0,53
2024-05-03,16,"8 St-NYU (R,W)",40.730328,-73.99263,506.0,0,53
2024-05-07,16,"8 St-NYU (R,W)",40.730328,-73.99263,2101.0,1,53
2024-05-24,16,"8 St-NYU (R,W)",40.730328,-73.99263,682.0,0,53
2024-05-31,16,"8 St-NYU (R,W)",40.730328,-73.99263,754.0,0,53
2024-06-03,16,"8 St-NYU (R,W)",40.730328,-73.99263,1163.0,0,53
2024-06-13,16,"8 St-NYU (R,W)",40.730328,-73.99263,1049.0,0,53
2024-06-18,16,"8 St-NYU (R,W)",40.730328,-73.99263,134.0,0,53
2024-06-20,16,"8 St-NYU (R,W)",40.730328,-73.99263,65.0,0,53
2024-06-21,16,"8 St-NYU (R,W)",40.730328,-73.99263,433.0,0,53
2024-06-28,16,"8 St-NYU (R,W)",40.730328,-73.99263,273.0,0,53
2024-08-28,16,"8 St-NYU (R,W)",40.730328,-73.99263,415.0,0,53
2024-08-29,16,"8 St-NYU (R,W)",40.730328,-73.99263,233.0,0,53
2024-09-04,16,"8 St-NYU (R,W)",40.730328,-73.99263,1956.0,1,53
2024-09-05,16,"8 St-NYU (R,W)",40.730328,-73.99263,1454.0,1,53
2024-09-13,16,"8 St-NYU (R,W)",40.730328,-73.99263,1056.0,0,53
2024-09-28,16,"8 St-NYU (R,W)",40.730328,-73.99263,328.0,0,53
2024-11-16,16,"8 St-NYU (R,W)",40.730328,-73.99263,2.0,0,53
2024-11-21,16,"8 St-NYU (R,W)",40.730328,-73.99263,1581.0,1,53
2024-11-22,16,"8 St-NYU (R,W)",40.730328,-73.99263,639.0,0,53
2024-12-03,16,"8 St-NYU (R,W)",40.730328,-73.99263,1076.0,0,53
2024-12-13,16,"8 St-NYU (R,W)",40.730328,-73.99263,347.0,0,53
2024-12-26,16,"8 St-NYU (R,W)",40.730328,-73.99263,255.0,0,53
2024-12-31,16,"8 St-NYU (R,W)",40.730328,-73.99263,492.0,0,53
2021-05-21,160,"72 St (C,B)",40.775593,-73.97641,9.0,0,14
2021-05-26,160,"72 St (C,B)",40.775593,-73.97641,369.0,0,14
2021-06-10,160,"72 St (C,B)",40.775593,-73.97641,12.0,0,14
2021-06-21,160,"72 St (C,B)",40.775593,-73.97641,361.0,0,14
2021-06-30,160,"72 St (C,B)",40.775593,-73.97641,380.0,0,14
2021-08-25,160,"72 St (C,B)",40.775593,-73.97641,186.0,0,14
2021-10-15,160,"72 St (C,B)",40.775593,-73.97641,44.0,0,14
2021-10-26,160,"72 St (C,B)",40.775593,-73.97641,717.0,0,14
2021-10-27,160,"72 St (C,B)",40.775593,-73.97641,15.0,0,14
2021-11-17,160,"72 St (C,B)",40.775593,-73.97641,95.0,0,14
2021-11-18,160,"72 St (C,B)",40.775593,-73.97641,809.0,0,14
2021-12-16,160,"72 St (C,B)",40.775593,-73.97641,139.0,0,14
2021-12-22,160,"72 St (C,B)",40.775593,-73.97641,128.0,0,14
2022-01-04,160,"72 St (C,B)",40.775593,-73.97641,32.0,0,14
2022-01-26,160,"72 St (C,B)",40.775593,-73.97641,470.0,0,14
2022-02-07,160,"72 St (C,B)",40.775593,-73.97641,320.0,0,14
2022-02-08,160,"72 St (C,B)",40.775593,-73.97641,406.0,0,14
